Item_ID,Name,Category,Ingredients,Price,Rating
187,Mushroom Rice,Nepalese,"Mushroom, Rice, Cumin Seeds",1786,2
190,christmas tree pizza,Italian,"pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, kosher salt",185,4
191,khichdi,Indian,"Quick cooking oats, peanuts, cumin, turmeric powder, red chilli powder, onion, tomatoes, carrots, green peas, ginger, green chillies, salt, extra virgin olive oil, water, coriander leaves",1430,2
191,japanese fish stew,Japanese,"sole fillet (you can also do 2/3 types of fish), large shrimps (optional), potatoes (peeled), onions (cut into slices), garlic cloves, red capsicum (can use green also), parsley or coriander (choose the herb that most suits your taste buds), few dashes of hot sauce, paprika, olive oil, white wine, rock salt",1331,1
193,banana and chia tea cake,Dessert,"Banana, Castor Sugar, Flour, Oil, Milk, Eggs, Baking Soda, Flax Seeds, Almond Flakes, Chia Seeds",1924,4
193,Fig and Sesame Tart with Cardamom Orange Cream,Dessert," all-purpose flour,sugar,salt,unsalted butter, egg yolk,heavy cream, cinnamon,orange zest, fig,sesame seeds, mild honey",829,2
195,chicken tenders,Snack,"chicken breast (cut into strips), salt, garlic paste, ginger paste, green chilli paste, oats, refined flour, salt, freshly ground black pepper, fried mixed herbs (italian herb), garlic powder",1533,4
199,crunchy vegetable dal sattu croquettes,Italian,"red lentils or masoor dal (half-boiled), potato (grated), carrot, french beans, bread slices, ground chickpea flour (sattu), green chillies, ginger, onions, garlic (minced), salt, sugar, chaat masala, red chilli powder, garam masala, corn flour, besan, bread crumbs for crunchyness, coriander, refined oil (for fryingp)",2010,3
202,chicken sukka,Indian,"chicken (small pieces), onion (thin slices), cardamom, salt, oil, coriander, cumin, mustard, pepper, cloves, cinnamon, bedki chillies, kashmiri chilies, turmeric, onion, garlic, ginger, salt",1076,3
202,pan seared thigh of chicken,Mexican,"Chicken Thai, Salt, Pepper, Lemon, Fresh Thyme, Barley, Brockley, Mushroom, Extra Virgin Olive Oil, Cherry Tomato",1617,1
203,andhra crab meat masala,Indian,"processed crab meat, refined oil, curry leaves, garlic, green chilli, onion, ginger-garlic paste, coriander, coriander powder, cumin powder, turmeric powder, garam masala powder, kashmiri chilli powder, salt, lemon, chop masala, tomato",1038,5
204,Grilled Chicken with Almond and Garlic Sauce,Healthy Food,"lemon juice, olive oil, mushrooms lemon zest, chicken breast, roasted almonds, garlic",473,1
205,mexican pizza,Mexican,"Dough tortia, refried beans, bell paper, spring onion, lettuce, mozzarella cheese, orange cheddar cheese, chitpole dressing, for pico de chelo, tomato, onion, lemon juice, salt, green chilli, coriander, black beans (boiled ), Tomato, onion, vine paper, vegetable oil",1431,3
206,thai lamb balls,Thai,"lamb (minced), couscous, scallion, garlic, egg, parsley, olive oil, mint, ao nori herb, salt, five spice, cinnamon powder",2332,2
207,balti meat,Mexican,"refined oil, black cardamoms, green cardamoms, mace, clove, cinnamon stick, black pepper corn, ginger garlic paste, ginger, green chilies, mutton curry cut, brown onion paste, salt, kashmiri red chili powder, tomato puree, garam masala powder, coriander powder, cumin powder",2482,5
208,southern fried chicken tenders,Snack,"Chicken breast (cut 20 strips, 20 grams), all purpose flour, salt, hot red chillies, eggs, bread crumbles, white cabbage slaw, pasarley sprig, honey-mustard dip, green bell pepper",1995,1
208,chicken tikka masala,Indian,chicken roasted in a yogurt tomato sauce. creamy texture.,1279,2
209,grilled almond barfi,Dessert,"khoya, sweetener (optional), almonds (crushed)",1231,2
209,Bringle Alo,Nepalese,"aubergine,potato, garlic, ginger, cumin seeds, spices",496,2
210,bhurji- egg,Indian,"made using indian spices, onion, tomatoes, green chilli, and had with bread, or parathas.",558,1
210,Thai Spareribs,Thai," lemongrass, ginger, meaty sparerib, Sesame-Cilantro Rice,peanut sauce,sesame oil,garlic, soy sauce ",785,4
211,sweet potato and quinoa bowl,Healthy Food,"Sweet Potato Cubes, Coconut, Onion, Knoia (Ripe), Raisins, Cashew, Pepper Powder, Caen, Cassia, Salt",1732,5
212,broccoli souffle,Italian,"broccoli, butter, extra virgin olive oil, all-purpose flour, low fat milk, salt, black pepper, cheddar cheese, eggs (separated), egg whites, cream of tarter",1847,1
213,Rosemary Roasted Vegetables,Healthy Food,"kosher salt, rosemary, garlic, potato, olive oil, carrot, walnut, cheese, ground pepper",279,2
213,Rosemary Roasted Vegetables,Healthy Food,"kosher salt, rosemary, garlic, potato, olive oil, carrot, walnut, cheese, ground pepper",279,2
213,Rosemary Roasted Vegetables,Healthy Food,"kosher salt, rosemary, garlic, potato, olive oil, carrot, walnut, cheese, ground pepper",279,2
216,Tarka Daal,Nepalese,"yello lentils,garlic, cumin seed, butter",1804,5
217,Thai Green Curry ,Thai,"cumin seeds, coriander seeds, chillies, garlic, ginger onion, thai sauces,lemon grass, penut ",2628,2
218,chicken gilafi kebab,Indian,"Chicken Mince, Onion, Tomato, Green Capsicum, Green Coriander, Green Chilli, Salt, Oil, Cashew, Almond, Mint, Red Chilli Powder, Ginger Garlic Paste, Cumin Powder, Lemon Juice, Fresh Cream, Kewda Water",2338,5
219,Thyme-Roasted Sweet Potatoes,Healthy Food,"sweet potatoes, thyme leaves, olive oil, red papper flakes,",2395,4
220,gluten free almond cake,Healthy Food,"Almond Powder, Egg, Honey, Baking Soda, Vanilla Essence, Salt, Honey, Almond",1516,1
221,holi special ice tea thandai,Beverage,"ground white pepper (kali mirch), assam tea bags, almonds (badam) - coarsley crushed, poppy seeds (khus-khus), fennel seeds (saunf) (crushed coarsely), cardamom (elaichi) powder, ground sugar, saffron (kesar) strands",2542,3
222,buldak (hot and spicy chicken),Japanese,"chicken drum sticks/ chicken breast, soy sauce, sugar, traditional corn syrup (substitution honey), cheong ju (clear rice wine similar to japanese sake), green onion, black pepper, olive oil, sesame seeds (optional), for marinating sauce:, gochugaru (red chili pepper flakes), alapenos, korean pear (substitution asian pear), onion, garlic, soy sauce, spicy yellow mustard, sesame oil, sugar, mul yut (substitution honey)",2142,5
225,lemon sushi cake,Dessert,"Vanilla pre mix, gel, oil, water, egg yolks, lemon juice, sugar, butter, white chocolate, cooking cream, milk",2815,4
225,rice,Indian,boiled rice,495,2
229,green cucumber shots,Healthy Food,"english cucumbers, garlic cloves (smashed), romaine lettuce, basil, parsley, cilantro, big lemon, sea salt, olive oil",642,5
230,chicken in mahalak sauce,Indian,"Salt, sugar, seasonings, oil, corn flour, chicken leg, fresh chilli, garlic, ginger, onion, red chili paste, tomato catchup, paprika, yellow capsicum, vegetable stock",741,2
230,Eggplant and Beef Stir-Fry,Thai,"soya sauce,mint,thai chillies,vermicelli noodles,beef, asaian eggplat",2980,5
231,Pho Tai rare beef,Vietnames,"Bean Sprouts, lemon, Thai basils, Rice noodles, beef",1449,5
231,Crispy Tofu Balls,Japanese," tofu, scallions, mushrooms,Spicy aioli,corn, white pepper, vegetable oil",1939,2
232,fish ambultiyal,Indian,"Tuna, onion, fenugreek, whole chilli, pandan leaf, salt, water, cardamom, cinnamon, coriander powder, black pepper, red chilli, curry powder, garlic (crushed), chili flakes, gorca, salt",2938,3
232,black rice,Healthy Food,riety of rice,2107,5
232,Rouille,French," bread crumbs,cayenne, extra-virgin olive oil,coarse sea salt, garlic",2440,3
234,homemade gulab jamun,Dessert,"sugar, water, milk, cardamom seeds, saffron, cardamom powder, khoya, baking soda, maida, milk",1670,1
234,Biryani,Indian,"Chicken, Rice, Cinamon, Clove, ginger, garlic, yougurt, turmeric powder, cumin powder, corriender powder",2523,4
235,pasta in cheese sauce,Italian,"Milk, Flour, Butter, Pepper Powder, Nutmeg, Cheese, Pasta (of your choice)",1781,5
237,Spice Chicken Baugette,Vietnames,"Spice Chicken, cucumber, coriander, pickled carrort, mayo",2100,2
237,Pho Ga Chicken,Vietnames,"Rice noodle, chicken, lemon, bean sprouts, Thai basils, chicken",1799,2
238,fish with white sauce,Italian,"Fillet fish, oil, milk, flour, butter, salt, ground black pepper",1376,3
238,mushroom matar,Indian,mushroom and peas in a masala/chili sauce,2662,2
239,Saag Alo ,Nepalese,"Spinach, onion, potato, cumin seed, turmeric powder, nepali spices",2126,1
240,vegetable bruschetta,Italian,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese",108,4
240,Parmesan Cauliflower and Parsley Salad,Italian,",olives, parmesan cheese, pasley,pepper,oil",672,5
242,Kimchi and Miso Noodle Soup,Korean,"scallions, cloves of garlic,cabbage kimchi, tofu ",322,3
244,half roast chicken,Healthy Food,"cooking oil, whole chicken (skin on- rinsed and dressed), onions (quartered- skin on), garlic (halved - skin on), carrots (roughly quartered), celery , thyme, dunkleweizen (pour into a glass and keep open at room temperature for an hour or two to make flat), chicken stock, butter, sea salt",1624,1
247,banana and maple ice lollies,Dessert,"Banana, Greek yogurt, heavy cream, pure maple syrup, coconut",1734,1
251,Melted Broccoli Pasta With Capers and Anchovies,French,"broccoli,Bread Crumbs,  anchovy fillets, garlic cloves,  red pepper flakes, penne pasta, olive oil",1790,1
251,Melted Broccoli Pasta With Capers and Anchovies,French,"broccoli,Bread Crumbs,  anchovy fillets, garlic cloves,  red pepper flakes, penne pasta, olive oil",1790,1
252,shiitake fried rice with water chestnuts,Chinese,"Shitake Mushrooms, Vegetable Oil, Garlic Buds, Green Chillies, Water chestnuts, Onions, Leaks, Celery, Ginger, Sesame Oil, Rice Baked, White Chillies, Salt, Rice Wine Vinegar, Green Onions, Small Bunch Pasarley, Sesame Oil",2121,5
253,hawaiin papaya salad,Healthy Food,"papaya, fresh lime (juiced), watermelon balls or small squares (seedless), fresh pineapple chunks, coconut (unsweetened), vanilla flavoured yogurt (low fat)",330,1
253,zucchini methi pulao,Indian,"zucchini, basmati rice, fenugreek (methi), clarified butter (desi ghee), clarified butter (desi ghee), cumin seeds (jeera), asafoetida (heeng), green chilles, ginger, salt",607,2
256,ghee roast chicken dosa quesadilla,Mexican,"dry red chillies, coriander seeds, cumin seeds, fenugreek seeds, black pepper, clove, garlic, turmeric powder, boneless chicken, curd, lemon (juiced), for cooking chicken:, tamarind pulp, ginger (1 inch), garlic cloves, onion, tomato, ghee, red chilli powder, salt, crushed jaggery, dosa batter (for 4 dosas), processed cheese, ghee or oil (to crisp the dosa), coriander leaves, curry leaves (deep fried), curd, salt, zeera powder, sugar, red chilli powder",1923,3
256,eggless coffee cupcakes,Dessert,"maida/ flour, baking powder, sugar, cocoa powder, vanilla essence, butter (softened, salted. in case you are using unsalted butter, add 1/4 tsp salt), milk (to make the batter smooth. adjust the milk quantity according to your batter's smoothness), coffee powder + 1 tsp water, to make a paste (you can increase or decrease according to your coffee tolerance)",2946,4
257,coconut lime quinoa salad,Healthy Food,"uncooked quinoa, water, red onion, cucumber (diced), purple cabbage, avocado (ripened and diced), orange, shelled edamame (defrosted), unsweetened toasted coconut flakes, almonds, few shakes of black pepper, for the dressing:, orange juice, lime (juiced), apple cider vinegar, olive oil",1059,3
257,almond  white chocolate gujiya,Japanese,"all-purpose flour, clarified butter (ghee), water, white chocolate, dessicated coconut, green cardamom powder, almond, jaggery",1428,1
259,filo pizza,Italian,"filo pastry, himalayan salt, black pepper, salted butter, tomato sauce, broccoli, button mushroom, green zucchini, yellow zucchini, capsicum yellow, capsicum green, capsicum red, pizza spice mix, mozzarella cheese",1450,5
259,puffed rice,Snack,"grain made from rice; usually made by heating rice kernels under high pressure in the presence of steam, though the method of manufacture varies widely. pori (puffed rice) has been mentioned in various tamil literatures as an offering to hindu deities. offerings of pori and jaggery made to vinayagar (lord ganesh) are mentioned in the tiruppugazh, a 15th-century anthology of tamil religious songs, written by tamil poet arunagirinathar. pori is offered to hindu gods and goddesses in all poojas in the south indian states of kerala and tamil nadu.",1090,5
261,Pico de Gallo Verde,Mexican,"avacado, tomato, cucumber,celery, garlic, mint, lemon juice, chillies, onion, cilantro",1991,2
262,plum cake,Dessert,"oven temp: 150 c-300 f, butter, sugar, eggs, almonds, vanilla essence, mixed fruits (sultanas, raisins, candied peels and cherries), refined flour,",1859,4
262,Vietnamese Chicken Salad,Vietnames,"roasted peanuts,basil leaves, mint leaves, chicken, cucumber,carrot",2389,5
263,Mutar Paneer,Indian,"Green pea, cottage cheese, garlic, indian spices",336,1
266,whole wheat cake,Healthy Food,"Oven temperature, wheat flour, jaggery sugar, baking powder, oil, eggs, water, almond essence, walnuts",437,2
267,chicken masala,Indian,"Chicken, ginger, garlic, onion, tomato, garam masala, bay leaves, salt, turmeric, coriander powder, red chilli powder, oil, green coriander, cream",761,2
269,Hyakula,Nepalese,"lamb ribs, cumin powder,turmeric powder,nepali spices, mustard oil ",1789,5
272,al hachi chicken,Indian,"shallow fried chicken, bottle gourd (boiled and sun dried), onion, garlic, whole spices:, green cardamom, black cardamom, cinnamon sticks, turmeric, deggi mirch, fennel seeds powder, dry ginger powder, coriander powder, salt, mustard oil, desi ghee",1444,4
274,"peach, raspberry and nuts smoothie",Healthy Food,"fresh raspberries, ripe banana, almond, fresh peach slices, low fat yogurt, fresh raspberry, peach fruit slices, almonds",363,2
274,hassel back sweet potatoes,Healthy Food,"sweet potatoes, butter, brown sugar, pure vanilla extract, ground cinnamon, himalayan pink salt / rock salt",2874,4
274,koldil chicken,Chinese,made with banana flower; an assamese specialty,952,3
275,egg and cheddar cheese sandwich,Mexican,"egg, salt, pepper, ham slices, basil leaves",2755,5
276,Rajas Poblanas,Mexican,"poblano pepper, cream, salt, cream cheese",2695,1
282,Braised Beef Short Ribs,Korean,"Beef, Scallion, Raddish, Spanich ",1507,2
287,tricolour pizza,Italian,"pizza base , pizza sauce, mozzarella cheese, black olive, green capsicum, carrots, olive oil",2613,1
287,chocolate kaju katli,Dessert,"cashew nuts, sugar, water, milk chocolate or dark chocolate",2439,4
288,saewoo bokumbop (shrimp fried rice),Japanese,"cooked rice, shrimp (de-veined, onion, cooked green peas, green onion, egg (scrambled), vegetable oil/butter, soy sauce, sesame oil, salt, pepper",1569,2
291,baked raw banana samosa,Snack,"onion, ginger, curry powder, fresh coriander, green chilli, raw banana paste, refined oil, mustard seeds, phyllo sheets, salt",1993,1
292,Potato Casserole,Italian,"potatoes, butter, salt, pepper",2762,2
293,coconut mango oatmeal with cinnamon hint,Healthy Food,"coconut (tender), coconut milk, oats, ripe mango (diced), castor sugar, dry fruits, honey, cardamom powder",2663,4
294,veg summer rolls,Thai,"rice paper sheets, iceberg lettuce, carrot, bean sprouts, cucumber, tofu, basil, mint leaves, coriander, rice noodles (soaked in warm water for 20-25 minutes), peanuts, hoisin sauce, peanuts, garlic, oil, red chillies, water",2296,4
294,Noodle Curry,Vietnames,"Vegetable stock curry, coconut, lime leaves, raddish, carrot",2978,5
295,garlic soya chicken,Healthy Food,"chicken thigh/breast (cut crosswise into 1/2-inch-thin strips), sesame oil (toasted), white pepper (finely ground), ginger juice, peanut oil or vegetable oil (divided), garlic cloves (minced), ginger, red chilli flakes, red onion , snow peas (trimmed), red bell pepper (cut into thin strips), rice vinegar, soy sauce, dark soy sauce, chinese rice wine, brown sugar, cornflour",2332,3
295,corn & jalapeno poppers,Mexican,"fresh corn kernels, corn flour, whole egg, cheddar cheese, jalapeno poppers, smoked paprika, coriander (toasted & ground), green onions, fresh cilantro, lemon (zest and juice), cooking oil",1905,3
296,grilled lemon margarita,Beverage,"vanilla infused tequila, vanilla liqueur, lemon juice, lemon, lemon",2427,2
297,mixed berry & banana smoothie,Healthy Food,"Frozen mixed berries, ripped banana,fresh orange juice, low fat curd",1667,5
298,chicken dragon,Chinese,"Chicken (boneless and cut into small pieces), eggs (lightly whipped), maida, garlic paste, ginger paste, salt, water, oil",2499,4
299,tricolour salad,Healthy Food,"vinegar, honey/sugar, soy sauce, salt, garlic cloves (minced), chilli pepper (sliced), green papaya, carrot (peeled), cucumbers, mint leaves, toasted peanuts",433,5
299,chilli fish,Chinese,"For fish pieces (Boneless), Flour, Cornflour, Baking Powder, Soy Sauce, Celery, Pepper, Salt, Oil, Green Onion, Sauce:, Ginger, Garlic, Green Chili, Soy Sauce, Tomato Sauce, Chili Sauce, Cornflour",1406,4
300,jalapeno cheese fingers,Mexican,"yellow cornmeal, sugar, baking soda, salt, buttermilk (well-shaken), egg, cheddar (extra sharp), scallion (white and pale green parts only), pickled jalapenos (drained), unsalted butter,",1062,3
301,restaurant style fried chicken,Chinese,"egg, salt, white pepper, maida, salt, red chilli powder, garlic powder, ginger powder, onion powder, oregano, chillil flakes, white pepper, basil, chicken drumsticks, salt, white pepper, bread crumbs (as required)",1775,2
301,prawn and litchi salad,Healthy Food,"prawns (shelled and cleaned), spring onions, mango flesh, litchis (deseeded), chilli flakes, lemon (for lemon juice), olive oil, peanuts (to garnish), salt",998,5
303,sweet potato pie,Dessert,"yams (red skinned), condensed milk, sugar, egg , cinnamon , marshmallows ,",2501,3
304,Lamb Shashlik,Indian,"minced lamb marinated with indian spices, garlic, ginger, coriander, yogurt, turmeric, cloves",349,2
306,mustard-parmesan whole roasted cauliflower,Healthy Food,"cauliflowers, garlic, halved, olive oil , dijon mustard , kosher salt , freshly ground black pepper , fresh parsley leaves, parmesan , lemon wedges",2878,3
308,Lamb Tikka,Indian,"Boneless Lamb, Turmeric powder, corriender powder, cumin powder, yogurt, garlic, giner",757,4
311,deviled scotch egg,French,"Lamb Keema, Rosemary, Thyme, Eggs (hard boiled peel), Flour, Eggs (Lightly Whipped), Panco, Peanut Oil, Salt, Pepper, Mayonnaise, Apple Cedar Vinegar, English Mustard, Salt, Pepper, Paprika and Olive Powder",156,2
313,cheese and ham roll,Snack,"hung curd, butter, cream, ground pimento, lemon juice, vodka, salt and pepper, asparagus spears(cooked), ham, pineapple slices",1655,3
315,microwave chicken steak,Healthy Food,"chicken breasts (boneless), eggs (slightly whisked), ginger paste, garlic paste, onions, coriander leaves, green chillies, black pepper powder, flour, vinegar, salt, oil",2378,5
315,chicken tikka,Indian, served on a skewer,1131,4
315,Slow-Roasted Pork ,Korean,"fresh sage,garlic cloves, bone-in pork shoulder,ground pepper,Dijon mustard",1855,3
318,chicken parmigiana with tomato sauce,Italian,"for chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, for pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, for garnishing:, parsley sprig, spinach",742,5
318,spicy chicken curry,Indian,"oil, ghee, onion paste, garlic paste, ginger paste, turmeric powder, salt, tomato puree, coriander powder, red chilli powder, cumin powder, garam masala, chicken leg pieces, coriander leaves, water",546,3
319,malabar fish curry,Indian,"whole coriander seeds, whole red chilli, coconut oil, mustard seeds, onion, curry leaf, coconut milk, tamarind pulp, coriander, seabass fish curry cuts",1842,3
322,baked namakpara with roasted almond dip,Snack,"almonds (crushed), tomato, garlic cloves, basil sprig, lemon, salt, pepper, for namak para:, refined flour, sugar, salt, olive oil, water",2904,4
326,chicken potli,Chinese,"chicken, onion, green chilli, garlic, ginger, salt, aromatic powder, soya sauce, oyster sauce, spring onion, filo sheets",1733,5
326,Miso-Butter Roast Chicken With Acorn Squash Panzanella,Japanese,"chicken, acorn squash,sage, rosemary, butter",1596,3
328,PIZZA,Main  Course,Delicious and fresh,1598,4
329,avial with red rice,Indian,"Red rice, water, potatoes, carrots, raw banana, drumstick, small raw mango, sour curd, bean stick, onion, salt, turmeric, water, coconut oil, green chillies, mustard seeds (crushed)",2366,4
333,red rice vermicelli kheer,Indian,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, whole milk, cardamom powder, saffron strands / thread, sugar",1144,1
335,chocolate samosa,Snack,"refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",1720,4
340,zinger,Main Course,Delicious and fresh,1401,4
340,zinger,Main Course,Delicious and fresh,1401,4
340,zinger,Main Course,Delicious and fresh,1401,4
340,zinger,Main Course,Delicious and fresh,1401,4
342,New Dish,Main Course,Delicious and fresh,1401,3
343,braised lamb shanks,Thai,"Lang Shanks, Olive Oil, Onion, Carrots, Celery Stick, Garlic, White Wine, Lamb Stock, White Wine, Rosemary, Tomata Puree",2193,4
344,jalebi with fennel yogurt pudding,Dessert,"all purpose flour, yogurt, oil, sugar, water, saffron, green cardamom, yogurt (strained), milk (warm), sugar, nutmeg, cardamom powder",1257,3
344,Channa Masala,Indian,"chickpeas, turmeric powder, onion, ginger, garlic, curry powder",2245,3
345,chocolate lava cake,Dessert,"dark chocolate, butter, icing sugar, egg yolks + whole eggs, flour",1836,4
346,malabari fish curry,Indian,"sear fish, coconut, ginger, pureed tamarind, salt, powdered turmeric, green chillies, red chilli powder, shallots",975,4
349,fish skewers with coriander and red wine vinegar dressing,Thai,"sea bass fillets, olive oil (for grilling), red wine vinegar, sugar, extra virgin olive oil, garlic clove, coriander, bamboo skewers",621,3
353,oats shallots pulao,Healthy Food,"Rice, Green Coriander, Green Chillies, Onion, Cinnamon, Cardamom, Cloves, Red Chilli Powder, Salt, Garlic Flakes, Ginger, Chalet, Olive Oil",2668,2
354,lamb and chargrilled bell pepper soup,Healthy Food,"lamb bones (preferably shank and shoulder), onions, celery, ginger, garlic, carrot, chargrilled red/yellow/green bell peppers (quartered), whole spices mix (black pepper, cinnamon, cardamom, clove, bay leaf), salt, water (warm), oil (sunflower or olive",1716,1
358,Parmesan Toasts,Italian,"Bread, garlic, olive oil, Parmesan cheese, salt",2345,2
359,methi chicken masala,Indian,"boneless chicken, lemon juice, red chilli powder, salt, ginger garlic paste, curd, red chilli powder, salt, coriander powder, oil, onion, oil, bay leaf, green cardamom, black cardamom, cinnamon, ginger garlic paste, tomato, kasoori methi, green chilli, water",1980,2
360,cheese chicken kebabs,Indian,"Chicken Thais, Garlic Paste, Garlic Paste, Yellow Chilli Powder, Cheese, Curd, Gram Flour, Green Cardamom Powder, Yellow Chilli Powder, Mace Powder, Nutmeg Powder, Rock Salt, Green Coriander, Oil",1300,3
362,Beef Bibimbab,Korean,"Beef,Cucumber,carrot, mushrooms,Spinich,Rice, Gochujang, Soy sauce",1132,4
362,Basmati Rice with Summer Vegetable Salad,Indian,"basmati rice,shallot,radishes,greens, sprouts, tomatoes, peas, summer squash,carrot, oil,salt",1445,4
363,Grill Lemon grass Pork baguette,Vietnames,"Lemon grass, pork, coriender,cucumber, pickeled carrot, chilli",2969,4
364,duo of chocolate and strawberry,Dessert,"dark chocolate, white chocolate, strawberries",1910,1
366,sugar free modak,Japanese,"seedless dates, almonds, cashew nuts, walnuts, raisins, dry coconut, poppy seeds, ghee",254,4
366,lamb rogan josh,French,"lamb chops or stewing lamb, vegetable oil, cassia bark or cinnamon stick, bay leaves, green cardamoms, onions, garlic cloves, butter, turmeric, chilli powder, ground cumin, ground coriander, tomato puree, salt, garam masala, lemon juice",2403,4
368,bihari fish curry,Indian,"rohu fish, salt, turmeric powder, chilli powder, oil, garlic , green chillies, mustard seeds, black peppercorns, cumin seeds, whole red chillies, fenugreek seeds, tomatoes, mustard oil, bay leaves, water, garam masala, coriander leaves",1946,3
370,baba budan no. 7,Beverage,"rum, espresso, sugar syrup/gur (jaggery) syrup, green cardamom pod,",1209,3
373,Garlic Naan,Indian,"garlic, all purpose flour, yougurt, cumin seed",2578,4
374,christmas chocolate fudge cookies,Dessert,"unsalted butter, brown sugar, chocolate, chocolate chips, eggs, flour, cocoa powder, baking powder",2250,4
374,butter chicken,Indian,mughalai delecacy,1547,5
374,Grilled Clams With Herb Butter,French," parsley, pepper, salt, scallion, lemon juice, littleneck clams",211,4
375,oyster lamb,Thai,"vegetable oil, garlic, ginger, lamb, stock, oyster sauce, dry sherry, sugar, celery, salt, bokchoy, shitake mushroom",1890,3
377,bread dahi vada,Indian,"bread slices, curd, oil, salt and black pepper , red chilli powder, aamchoor powder, mint leaves, zeera powder, anardana",2573,2
378,chicken in white wine,Italian,"black pepper, plain flour, olive or sunflower oil, rashers lean bacon, onions or shallots (cut in half), mushrooms, butter, boneless and skinless chicken breasts (chopped into 3cm pieces), dry white wine, chicken or vegetable stock, garlic cloves, bay leaves, fresh thyme sprigs (washed or 1/2 tsp dried thyme)",2175,3
378,kuttu atta pizza,Italian,"kuttu atta, salt, sugar, yeast, mozzarella cheese fresh, tomato, basil, cottage cheese, green chillies, olive oil, salt, black pepper (crushed), oregano",1428,4
382,bread chana basket,Indian,"bread (white/brown), butter, for chana chaat:, chana, onion, tomatoes, cumin seeds, ginger garlic paste, chilli powder, chana masala, turmeric powder , oil, salt",1600,4
382,ragi coconut ladoo (laddu),Dessert,"finger millet flour (ragi), jaggery, peanuts, coconut, salt",2774,3
383,steamed chicken roulade,French,"lamb mince, garlic , salt, paprika powder, pomodaro tomatoes, olive oil, celery, shallots, carrot, black pepper, bay leaf, yellow chilli powder, cilantro, chicken thigh, salt, white pepper powder, garlic paste, white wine vinegar, olive oil, yellow chilli powder, refined oil, fenugreek seeds, white pepper powder, garlic, fenugreek leaves, onion, broken cashew, salt, fresh cream, kasoori methi",2831,4
384,dark night,Beverage,"whisky, honey, cinnamon, star anise, cloves, green apple",351,3
386,mix fruit laccha rabri tortilla crunch,Mexican,"milk, sugar, cardamom powder, saffron, almonds and pistachios, grapes, apple, kiwi, orange, pomegranate, mint leaves, tortilla sheet, oil",1715,3
386,jerk chicken,Indian,"chicken legs, lime (halved), jerk seasoning powder (bottled), jerk seasoning paste (bottled), olive oil",2197,4
390,cashew nut cookies,Dessert,"cashew paste, ghee, khaand (a sweetening agent and a healthier substitute of sugar), flax or chia seeds, plain yogurt, baking soda, baking powder, vanilla, oats, organic all-purpose flour",2460,4
391,berry parfait hazelnut white chocolate sable,Dessert,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin",2184,5
393,chocolate and almond rum ball ,Dessert,"Chocolate sponge eggless, dark chocolate, single cream, almonds, castor sugar, instant coffee powder, dark rum",2676,4
393,Mushroom Manchruian,Indian,"Mushroom, Panner, Soy sauce, ketchup, Viniger,onion, corriender, Indian Spices",1936,4
394,kale channe ki biryani,Indian,"black gram (kala chana), basmati rice (soaked for 2 hours), cinnamon, green cardamoms, cloves, ghee, black cardamoms, black peppercorns, bay leaves, onions, green chillies (slit), ginger-garlic paste, coriander powder, turmeric powder, yogurt, fresh mint leaves, fresh coriander leaves, garam masala powder, red chilli powder, salt, cashew nuts, almonds, milk, fresh cream, saffron, ginger, screw pine essence (kewra), browned onions, whole wheat flour dough",1744,3
397,chicken minced salad,Healthy Food,"olive oil, chicken mince, garlic (minced), onion, salt, black pepper, carrot, cabbage, green onions, sweet chilli sauce, peanut butter, ginger, soy sauce, fresh cilantro, red pepper flakes (crushed), tarts",2028,5
400,french pork chop,French,"pork chop, pink pepper corn, green pepper corn, aromatic sauce, salt, black pepper, salted butter, refined oil, red cabbage, bell pepper chop, apricot, onion, red wine, ancho chilli, cayenne pepper, microgreen",2955,1
400,fish salan,Mexican,"King fish, ripe tomatoes, desi ghee, ginger-garlic paste, onion, turmeric powder, red chilli powder, black pepper powder, garam masala, ginger, turmeric powder, fennel powder, refined oil, salt, water",2375,3
400,chicken 65,Chinese,"ed chicken preparation. chicken, onion, ginger",658,5
400,Pho Chay Soup,Vietnames,"Rice noodle,vegatable soup, bean curd, mushroom",1826,4
411,puffed rice squares,Snack,"puffed rice, nuts, honey, jaggery, butter, kewda to flavor, cardamom powder",775,3
